model,test_mse,int_par,rep_id
IMP,1.3128055394700586,3.0,15
IMP,1.3128055394700586,3.5,15
IMP,1.3128055394700586,3.99,15
Causal,2.1214818734038516,0.5,15
Causal,2.1214818734038516,1.0,15
Causal,2.1214818734038516,1.5,15
Causal,2.1214818734038516,2.0,15
Causal,2.121481873403852,2.5,15
Causal,2.1214818734038516,3.0,15
Causal,2.1214818734038516,3.5,15
Causal,2.1214818734038516,3.99,15
BCF,1.66205275547276,0.5,16
BCF,1.6442962716301504,1.0,16
BCF,1.5988868442138426,1.5,16
BCF,1.6908787144807982,2.0,16
BCF,2.04103929969141,2.5,16
BCF,2.3178399552501245,3.0,16
BCF,2.9142320389885144,3.5,16
BCF,4.5432151996722006,3.99,16
CF,2.6504831708489696,0.5,16
CF,2.4424530099149573,1.0,16
CF,2.3328056328681073,1.5,16
CF,2.3509462361486086,2.0,16
CF,2.3631112761241067,2.5,16
CF,2.486801617435689,3.0,16
CF,2.9608993613318892,3.5,16
CF,4.448647042009093,3.99,16
OLS,0.9514767093611614,0.5,16
OLS,1.2163546413414976,1.0,16
OLS,1.5123640133027811,1.5,16
OLS,2.13148225037756,2.0,16
OLS,3.324753715964135,2.5,16
OLS,4.883878950178834,3.0,16
OLS,7.485760522302619,3.5,16
OLS,11.701674936080916,3.99,16
IMP,1.2377574963019058,0.5,16
IMP,1.2377574963019056,1.0,16
IMP,1.2377574963019058,1.5,16
IMP,1.2377574963019056,2.0,16
IMP,1.2377574963019058,2.5,16
IMP,1.2377574963019058,3.0,16
IMP,1.237757496301906,3.5,16
IMP,1.2377574963019056,3.99,16
Causal,1.9755223327222111,0.5,16
Causal,1.975522332722211,1.0,16
Causal,1.975522332722211,1.5,16
Causal,1.9755223327222111,2.0,16
Causal,1.9755223327222111,2.5,16
Causal,1.975522332722211,3.0,16
Causal,1.975522332722211,3.5,16
Causal,1.975522332722211,3.99,16
BCF,1.3225956641156593,0.5,17
BCF,1.455694844835818,1.0,17
BCF,1.5653581486030952,1.5,17
BCF,1.6646398426076825,2.0,17
BCF,2.0115212990628786,2.5,17
BCF,2.318741317474868,3.0,17
BCF,2.6651793178358214,3.5,17
BCF,2.974847497643463,3.99,17
CF,2.146215270748974,0.5,17
CF,2.2706609480438567,1.0,17
CF,2.42737476739316,1.5,17
CF,2.6432295214910266,2.0,17
CF,2.9718531025216444,2.5,17
CF,3.3491722478424535,3.0,17
CF,3.749919082824512,3.5,17
CF,4.189130634586917,3.99,17
OLS,0.7812539979590254,0.5,17
OLS,0.8234412193381799,1.0,17
OLS,0.8934274183697903,1.5,17
OLS,1.0460849337441651,2.0,17
OLS,1.3623537663067584,2.5,17
OLS,1.7310199560269572,3.0,17
OLS,2.3185607152056726,3.5,17
OLS,2.9491860112967916,3.99,17
IMP,1.181591989471875,0.5,17
IMP,1.181591989471875,1.0,17
IMP,1.181591989471875,1.5,17
IMP,1.181591989471875,2.0,17
IMP,1.1815919894718752,2.5,17
IMP,1.181591989471875,3.0,17
IMP,1.181591989471875,3.5,17
IMP,1.181591989471875,3.99,17
Causal,2.114283839007775,0.5,17
Causal,2.1142838390077747,1.0,17
Causal,2.114283839007775,1.5,17
Causal,2.114283839007775,2.0,17
Causal,2.1142838390077747,2.5,17
Causal,2.114283839007775,3.0,17
Causal,2.1142838390077747,3.5,17
Causal,2.1142838390077747,3.99,17
BCF,1.4557663585160685,0.5,18
BCF,1.4165670697948813,1.0,18
BCF,1.4082884846645751,1.5,18
BCF,1.5022050275139287,2.0,18
BCF,1.4882441703144058,2.5,18
BCF,1.5455166915579925,3.0,18
BCF,1.5211316522506824,3.5,18
BCF,1.5867581690999886,3.99,18
CF,1.1775910614650567,0.5,18
CF,1.162271756139908,1.0,18
CF,1.1940935430107371,1.5,18
CF,1.2677292813161594,2.0,18
CF,1.3075702202069992,2.5,18
CF,1.366456140949534,3.0,18
CF,1.379676013671562,3.5,18
CF,1.3237299515952532,3.99,18
OLS,0.7349142582357288,0.5,18
OLS,0.8370247290590705,1.0,18
OLS,0.9401110479822123,1.5,18
OLS,1.0833489550400126,2.0,18
OLS,1.4731453133176378,2.5,18
OLS,1.9610603284940211,3.0,18
OLS,2.6492760480321715,3.5,18
OLS,3.493250191036105,3.99,18
IMP,1.2249488513311546,0.5,18
IMP,1.2249488513311548,1.0,18
IMP,1.2249488513311548,1.5,18
IMP,1.2249488513311548,2.0,18
IMP,1.2249488513311548,2.5,18
IMP,1.2249488513311546,3.0,18
